FIPS,state_name,county_name,MonthStart,value,stage
06001,California,Alameda County,5/1/92,4,actuals
06001,California,Alameda County,6/1/92,16,actuals
06001,California,Alameda County,7/1/92,17,actuals
06001,California,Alameda County,8/1/92,7,actuals
06001,California,Alameda County,9/1/92,8,actuals
06001,California,Alameda County,10/1/92,7,actuals
06001,California,Alameda County,11/1/92,2,actuals
06001,California,Alameda County,12/1/92,1,actuals
06001,California,Alameda County,1/1/93,0,actuals
06001,California,Alameda County,2/1/93,1,actuals
06001,California,Alameda County,3/1/93,0,actuals
06001,California,Alameda County,4/1/93,0,actuals
06001,California,Alameda County,5/1/93,3,actuals
06001,California,Alameda County,6/1/93,12,actuals
06001,California,Alameda County,7/1/93,30,actuals
06001,California,Alameda County,8/1/93,13,actuals
06001,California,Alameda County,9/1/93,9,actuals
06001,California,Alameda County,10/1/93,3,actuals
06001,California,Alameda County,11/1/93,5,actuals
06001,California,Alameda County,12/1/93,0,actuals
06001,California,Alameda County,1/1/94,0,actuals
06001,California,Alameda County,2/1/94,0,actuals
06001,California,Alameda County,3/1/94,1,actuals
06001,California,Alameda County,4/1/94,0,actuals
06001,California,Alameda County,5/1/94,6,actuals
06001,California,Alameda County,6/1/94,11,actuals
06001,California,Alameda County,7/1/94,16,actuals
06001,California,Alameda County,8/1/94,6,actuals
06001,California,Alameda County,9/1/94,4,actuals
06001,California,Alameda County,10/1/94,5,actuals
06001,California,Alameda County,11/1/94,1,actuals
06001,California,Alameda County,12/1/94,0,actuals
06001,California,Alameda County,1/1/95,0,actuals
06001,California,Alameda County,2/1/95,0,actuals
06001,California,Alameda County,3/1/95,0,actuals
06001,California,Alameda County,4/1/95,0,actuals
06001,California,Alameda County,5/1/95,2,actuals
06001,California,Alameda County,6/1/95,10,actuals
06001,California,Alameda County,7/1/95,11,actuals
06001,California,Alameda County,8/1/95,10,actuals
06001,California,Alameda County,9/1/95,4,actuals
06001,California,Alameda County,10/1/95,3,actuals
06001,California,Alameda County,11/1/95,1,actuals
06001,California,Alameda County,12/1/95,4,actuals
06001,California,Alameda County,1/1/96,0,actuals
06001,California,Alameda County,2/1/96,0,actuals
06001,California,Alameda County,3/1/96,0,actuals
06001,California,Alameda County,4/1/96,0,actuals
06001,California,Alameda County,5/1/96,4,actuals
06001,California,Alameda County,6/1/96,16,actuals
06001,California,Alameda County,7/1/96,8,actuals
06001,California,Alameda County,8/1/96,17,actuals
06001,California,Alameda County,9/1/96,8,actuals
06001,California,Alameda County,10/1/96,5,actuals
06001,California,Alameda County,11/1/96,1,actuals
06001,California,Alameda County,12/1/96,0,actuals
06001,California,Alameda County,1/1/97,0,actuals
06001,California,Alameda County,2/1/97,0,actuals
06001,California,Alameda County,3/1/97,0,actuals
06001,California,Alameda County,4/1/97,2,actuals
06001,California,Alameda County,5/1/97,15,actuals
06001,California,Alameda County,6/1/97,14,actuals
06001,California,Alameda County,7/1/97,13,actuals
06001,California,Alameda County,8/1/97,14,actuals
06001,California,Alameda County,9/1/97,7,actuals
06001,California,Alameda County,10/1/97,2,actuals
06001,California,Alameda County,11/1/97,1,actuals
06001,California,Alameda County,12/1/97,0,actuals
06001,California,Alameda County,1/1/98,0,actuals
06001,California,Alameda County,2/1/98,0,actuals
06001,California,Alameda County,3/1/98,0,actuals
06001,California,Alameda County,4/1/98,0,actuals
06001,California,Alameda County,5/1/98,0,actuals
06001,California,Alameda County,6/1/98,2,actuals
06001,California,Alameda County,7/1/98,20,actuals
06001,California,Alameda County,8/1/98,15,actuals
06001,California,Alameda County,9/1/98,8,actuals
06001,California,Alameda County,10/1/98,10,actuals
06001,California,Alameda County,11/1/98,0,actuals
06001,California,Alameda County,12/1/98,0,actuals
06001,California,Alameda County,1/1/99,0,actuals
06001,California,Alameda County,2/1/99,0,actuals
06001,California,Alameda County,3/1/99,0,actuals
06001,California,Alameda County,4/1/99,0,actuals
06001,California,Alameda County,5/1/99,1,actuals
06001,California,Alameda County,6/1/99,7,actuals
06001,California,Alameda County,7/1/99,12,actuals
06001,California,Alameda County,8/1/99,7,actuals
06001,California,Alameda County,9/1/99,8,actuals
06001,California,Alameda County,10/1/99,2,actuals
06001,California,Alameda County,11/1/99,1,actuals
06001,California,Alameda County,12/1/99,0,actuals
06001,California,Alameda County,1/1/00,1,actuals
06001,California,Alameda County,2/1/00,0,actuals
06001,California,Alameda County,3/1/00,0,actuals
06001,California,Alameda County,4/1/00,0,actuals
06001,California,Alameda County,5/1/00,5,actuals
06001,California,Alameda County,6/1/00,11,actuals
06001,California,Alameda County,7/1/00,8,actuals
06001,California,Alameda County,8/1/00,8,actuals
06001,California,Alameda County,9/1/00,10,actuals
06001,California,Alameda County,10/1/00,2,actuals
06001,California,Alameda County,11/1/00,0,actuals
06001,California,Alameda County,12/1/00,0,actuals
06001,California,Alameda County,1/1/01,0,actuals
06001,California,Alameda County,2/1/01,0,actuals
06001,California,Alameda County,3/1/01,0,actuals
06001,California,Alameda County,4/1/01,1,actuals
06001,California,Alameda County,5/1/01,7,actuals
06001,California,Alameda County,6/1/01,13,actuals
06001,California,Alameda County,7/1/01,11,actuals
06001,California,Alameda County,8/1/01,12,actuals
06001,California,Alameda County,9/1/01,6,actuals
06001,California,Alameda County,10/1/01,5,actuals
06001,California,Alameda County,11/1/01,0,actuals
06001,California,Alameda County,12/1/01,0,actuals
06001,California,Alameda County,1/1/02,0,actuals
06001,California,Alameda County,2/1/02,0,actuals
06001,California,Alameda County,3/1/02,0,actuals
06001,California,Alameda County,4/1/02,3,actuals
06001,California,Alameda County,5/1/02,7,actuals
06001,California,Alameda County,6/1/02,10,actuals
06001,California,Alameda County,7/1/02,6,actuals
06001,California,Alameda County,8/1/02,11,actuals
06001,California,Alameda County,9/1/02,8,actuals
06001,California,Alameda County,10/1/02,3,actuals
06001,California,Alameda County,11/1/02,0,actuals
06001,California,Alameda County,12/1/02,1,actuals
06001,California,Alameda County,1/1/03,0,actuals
06001,California,Alameda County,2/1/03,0,actuals
06001,California,Alameda County,3/1/03,0,actuals
06001,California,Alameda County,4/1/03,1,actuals
06001,California,Alameda County,5/1/03,2,actuals
06001,California,Alameda County,6/1/03,11,actuals
06001,California,Alameda County,7/1/03,7,actuals
06001,California,Alameda County,8/1/03,11,actuals
06001,California,Alameda County,9/1/03,10,actuals
06001,California,Alameda County,10/1/03,3,actuals
06001,California,Alameda County,11/1/03,0,actuals
06001,California,Alameda County,12/1/03,1,actuals
06001,California,Alameda County,1/1/04,0,actuals
06001,California,Alameda County,2/1/04,0,actuals
06001,California,Alameda County,3/1/04,2,actuals
06001,California,Alameda County,4/1/04,5,actuals
06001,California,Alameda County,5/1/04,5,actuals
06001,California,Alameda County,6/1/04,10,actuals
06001,California,Alameda County,7/1/04,9,actuals
06001,California,Alameda County,8/1/04,12,actuals
06001,California,Alameda County,9/1/04,9,actuals
06001,California,Alameda County,10/1/04,2,actuals
06001,California,Alameda County,11/1/04,0,actuals
06001,California,Alameda County,12/1/04,0,actuals
06001,California,Alameda County,1/1/05,0,actuals
06001,California,Alameda County,2/1/05,0,actuals
06001,California,Alameda County,3/1/05,0,actuals
06001,California,Alameda County,4/1/05,0,actuals
06001,California,Alameda County,5/1/05,2,actuals
06001,California,Alameda County,6/1/05,5,actuals
06001,California,Alameda County,7/1/05,23,actuals
06001,California,Alameda County,8/1/05,15,actuals
06001,California,Alameda County,9/1/05,6,actuals
06001,California,Alameda County,10/1/05,3,actuals
06001,California,Alameda County,11/1/05,6,actuals
06001,California,Alameda County,12/1/05,0,actuals
06001,California,Alameda County,1/1/06,0,actuals
06001,California,Alameda County,2/1/06,1,actuals
06001,California,Alameda County,3/1/06,0,actuals
06001,California,Alameda County,4/1/06,0,actuals
06001,California,Alameda County,5/1/06,3,actuals
06001,California,Alameda County,6/1/06,11,actuals
06001,California,Alameda County,7/1/06,16,actuals
06001,California,Alameda County,8/1/06,9,actuals
06001,California,Alameda County,9/1/06,13,actuals
06001,California,Alameda County,10/1/06,11,actuals
06001,California,Alameda County,11/1/06,1,actuals
06001,California,Alameda County,12/1/06,1,actuals
06001,California,Alameda County,1/1/07,0,actuals
06001,California,Alameda County,2/1/07,0,actuals
06001,California,Alameda County,3/1/07,1,actuals
06001,California,Alameda County,4/1/07,4,actuals
06001,California,Alameda County,5/1/07,9,actuals
06001,California,Alameda County,6/1/07,12,actuals
06001,California,Alameda County,7/1/07,25,actuals
06001,California,Alameda County,8/1/07,17,actuals
06001,California,Alameda County,9/1/07,7,actuals
06001,California,Alameda County,10/1/07,6,actuals
06001,California,Alameda County,11/1/07,1,actuals
06001,California,Alameda County,12/1/07,0,actuals
06001,California,Alameda County,1/1/08,0,actuals
06001,California,Alameda County,2/1/08,0,actuals
06001,California,Alameda County,3/1/08,1,actuals
06001,California,Alameda County,4/1/08,2,actuals
06001,California,Alameda County,5/1/08,8,actuals
06001,California,Alameda County,6/1/08,13,actuals
06001,California,Alameda County,7/1/08,10,actuals
06001,California,Alameda County,8/1/08,18,actuals
06001,California,Alameda County,9/1/08,3,actuals
06001,California,Alameda County,10/1/08,5,actuals
06001,California,Alameda County,11/1/08,2,actuals
06001,California,Alameda County,12/1/08,0,actuals
06001,California,Alameda County,1/1/09,0,actuals
06001,California,Alameda County,2/1/09,0,actuals
06001,California,Alameda County,3/1/09,0,actuals
06001,California,Alameda County,4/1/09,2,actuals
06001,California,Alameda County,5/1/09,14,actuals
06001,California,Alameda County,6/1/09,7,actuals
06001,California,Alameda County,7/1/09,16,actuals
06001,California,Alameda County,8/1/09,7,actuals
06001,California,Alameda County,9/1/09,19,actuals
06001,California,Alameda County,10/1/09,5,actuals
06001,California,Alameda County,11/1/09,1,actuals
06001,California,Alameda County,12/1/09,0,actuals
06001,California,Alameda County,1/1/10,1,actuals
06001,California,Alameda County,2/1/10,0,actuals
06001,California,Alameda County,3/1/10,1,actuals
06001,California,Alameda County,4/1/10,1,actuals
06001,California,Alameda County,5/1/10,7,actuals
06001,California,Alameda County,6/1/10,19,actuals
06001,California,Alameda County,7/1/10,8,actuals
06001,California,Alameda County,8/1/10,8,actuals
06001,California,Alameda County,9/1/10,4,actuals
06001,California,Alameda County,10/1/10,1,actuals
06001,California,Alameda County,11/1/10,0,actuals
06001,California,Alameda County,12/1/10,0,actuals
06001,California,Alameda County,1/1/11,3,actuals
06001,California,Alameda County,2/1/11,1,actuals
06001,California,Alameda County,3/1/11,0,actuals
06001,California,Alameda County,4/1/11,2,actuals
06001,California,Alameda County,5/1/11,13,actuals
06001,California,Alameda County,6/1/11,17,actuals
06001,California,Alameda County,7/1/11,34,actuals
06001,California,Alameda County,8/1/11,12,actuals
06001,California,Alameda County,9/1/11,14,actuals
06001,California,Alameda County,10/1/11,11,actuals
06001,California,Alameda County,11/1/11,6,actuals
06001,California,Alameda County,12/1/11,10,actuals
06001,California,Alameda County,1/1/12,3,actuals
06001,California,Alameda County,2/1/12,1,actuals
06001,California,Alameda County,3/1/12,2,actuals
06001,California,Alameda County,4/1/12,0,actuals
06001,California,Alameda County,5/1/12,1,actuals
06001,California,Alameda County,6/1/12,8,actuals
06001,California,Alameda County,7/1/12,3,actuals
06001,California,Alameda County,8/1/12,2,actuals
06001,California,Alameda County,9/1/12,2,actuals
06001,California,Alameda County,10/1/12,4,actuals
06001,California,Alameda County,11/1/12,0,actuals
06001,California,Alameda County,12/1/12,0,actuals
06001,California,Alameda County,1/1/13,7,actuals
06001,California,Alameda County,2/1/13,3,actuals
06001,California,Alameda County,3/1/13,5,actuals
06001,California,Alameda County,4/1/13,1,actuals
06001,California,Alameda County,5/1/13,11,actuals
06001,California,Alameda County,6/1/13,7,actuals
06001,California,Alameda County,7/1/13,16,actuals
06001,California,Alameda County,8/1/13,7,actuals
06001,California,Alameda County,9/1/13,1,actuals
06001,California,Alameda County,10/1/13,3,actuals
06001,California,Alameda County,11/1/13,1,actuals
06001,California,Alameda County,12/1/13,1,actuals
06001,California,Alameda County,1/1/14,3,actuals
06001,California,Alameda County,2/1/14,1,actuals
06001,California,Alameda County,3/1/14,2,actuals
06001,California,Alameda County,4/1/14,2,actuals
06001,California,Alameda County,5/1/14,8,actuals
06001,California,Alameda County,6/1/14,6,actuals
06001,California,Alameda County,7/1/14,10,actuals
06001,California,Alameda County,8/1/14,3,actuals
06001,California,Alameda County,9/1/14,4,actuals
06001,California,Alameda County,10/1/14,0,actuals
06001,California,Alameda County,11/1/14,1,actuals
06001,California,Alameda County,12/1/14,0,actuals
06001,California,Alameda County,1/1/15,0,actuals
06001,California,Alameda County,2/1/15,1,actuals
06001,California,Alameda County,3/1/15,2,actuals
06001,California,Alameda County,4/1/15,6,actuals
06001,California,Alameda County,5/1/15,7,actuals
06001,California,Alameda County,6/1/15,15,actuals
06001,California,Alameda County,7/1/15,13,actuals
06001,California,Alameda County,8/1/15,6,actuals
06001,California,Alameda County,9/1/15,1,actuals
06001,California,Alameda County,10/1/15,5,actuals
06001,California,Alameda County,11/1/15,0,actuals
06001,California,Alameda County,12/1/15,0,actuals
06001,California,Alameda County,1/1/16,0.82840539,forecast
06001,California,Alameda County,2/1/16,0.414197874,forecast
06001,California,Alameda County,3/1/16,0.782392152,forecast
06001,California,Alameda County,4/1/16,1.472720694,forecast
06001,California,Alameda County,5/1/16,6.361142749,forecast
06001,California,Alameda County,6/1/16,11.61779064,forecast
06001,California,Alameda County,7/1/16,15.10754524,forecast
06001,California,Alameda County,8/1/16,10.9110049,forecast
06001,California,Alameda County,9/1/16,7.642037088,forecast
06001,California,Alameda County,10/1/16,4.682404227,forecast
06001,California,Alameda County,11/1/16,1.369367647,forecast
06001,California,Alameda County,12/1/16,0.839289848,forecast
06001,California,Alameda County,1/1/17,0.831029046,forecast
06001,California,Alameda County,2/1/17,0.415509687,forecast
06001,California,Alameda County,3/1/17,0.784870078,forecast
06001,California,Alameda County,4/1/17,1.47738497,forecast
06001,California,Alameda County,5/1/17,6.381289221,forecast
06001,California,Alameda County,6/1/17,11.65458552,forecast
06001,California,Alameda County,7/1/17,15.15539258,forecast
06001,California,Alameda County,8/1/17,10.94556131,forecast
06001,California,Alameda County,9/1/17,7.666240301,forecast
06001,California,Alameda County,10/1/17,4.697233941,forecast
06001,California,Alameda County,11/1/17,1.373704592,forecast
06001,California,Alameda County,12/1/17,0.841947976,forecast
06001,California,Alameda County,1/1/18,0.833661011,forecast
06001,California,Alameda County,2/1/18,0.416825654,forecast
06001,California,Alameda County,3/1/18,0.787355852,forecast
06001,California,Alameda County,4/1/18,1.482064019,forecast
06001,California,Alameda County,5/1/18,6.4014995,forecast
06001,California,Alameda County,6/1/18,11.69149694,forecast
06001,California,Alameda County,7/1/18,15.20339146,forecast
06001,California,Alameda County,8/1/18,10.98022716,forecast
06001,California,Alameda County,9/1/18,7.690520167,forecast
06001,California,Alameda County,10/1/18,4.712110623,forecast
06001,California,Alameda County,11/1/18,1.378055273,forecast
06001,California,Alameda County,12/1/18,0.844614522,forecast
06001,California,Alameda County,1/1/19,0.836301311,forecast
06001,California,Alameda County,2/1/19,0.418145788,forecast
06001,California,Alameda County,3/1/19,0.789849499,forecast
06001,California,Alameda County,4/1/19,1.486757886,forecast
06001,California,Alameda County,5/1/19,6.421773786,forecast
06001,California,Alameda County,6/1/19,11.72852526,forecast
06001,California,Alameda County,7/1/19,15.25154235,forecast
06001,California,Alameda County,8/1/19,11.01500281,forecast
06001,California,Alameda County,9/1/19,7.714876931,forecast
06001,California,Alameda County,10/1/19,4.72703442,forecast
06001,California,Alameda County,11/1/19,1.382419733,forecast
06001,California,Alameda County,12/1/19,0.847289514,forecast
06003,California,Alpine County,4/1/92,3,actuals
06003,California,Alpine County,5/1/92,7,actuals
06003,California,Alpine County,6/1/92,14,actuals
06003,California,Alpine County,7/1/92,5,actuals
06003,California,Alpine County,8/1/92,48,actuals
06003,California,Alpine County,9/1/92,11,actuals
06003,California,Alpine County,10/1/92,0,actuals
06003,California,Alpine County,11/1/92,0,actuals
06003,California,Alpine County,12/1/92,0,actuals
06003,California,Alpine County,1/1/93,0,actuals
06003,California,Alpine County,2/1/93,0,actuals
06003,California,Alpine County,3/1/93,0,actuals
06003,California,Alpine County,4/1/93,0,actuals
06003,California,Alpine County,5/1/93,0,actuals
06003,California,Alpine County,6/1/93,1,actuals
06003,California,Alpine County,7/1/93,2,actuals
06003,California,Alpine County,8/1/93,7,actuals
06003,California,Alpine County,9/1/93,6,actuals
06003,California,Alpine County,10/1/93,7,actuals
06003,California,Alpine County,11/1/93,0,actuals
06003,California,Alpine County,12/1/93,0,actuals
06003,California,Alpine County,1/1/94,0,actuals
06003,California,Alpine County,2/1/94,0,actuals
06003,California,Alpine County,3/1/94,0,actuals
06003,California,Alpine County,4/1/94,0,actuals
06003,California,Alpine County,5/1/94,2,actuals
06003,California,Alpine County,6/1/94,1,actuals
06003,California,Alpine County,7/1/94,10,actuals
06003,California,Alpine County,8/1/94,4,actuals
06003,California,Alpine County,9/1/94,23,actuals
06003,California,Alpine County,10/1/94,1,actuals
06003,California,Alpine County,11/1/94,0,actuals
06003,California,Alpine County,12/1/94,0,actuals
06003,California,Alpine County,1/1/95,0,actuals
06003,California,Alpine County,2/1/95,0,actuals
06003,California,Alpine County,3/1/95,0,actuals
06003,California,Alpine County,4/1/95,0,actuals
06003,California,Alpine County,5/1/95,0,actuals
06003,California,Alpine County,6/1/95,2,actuals
06003,California,Alpine County,7/1/95,1,actuals
06003,California,Alpine County,8/1/95,2,actuals
06003,California,Alpine County,9/1/95,2,actuals
06003,California,Alpine County,10/1/95,1,actuals
06003,California,Alpine County,11/1/95,1,actuals
06003,California,Alpine County,12/1/95,1,actuals
06003,California,Alpine County,1/1/96,0,actuals
06003,California,Alpine County,2/1/96,0,actuals
06003,California,Alpine County,3/1/96,0,actuals
06003,California,Alpine County,4/1/96,0,actuals
06003,California,Alpine County,5/1/96,0,actuals
06003,California,Alpine County,6/1/96,0,actuals
06003,California,Alpine County,7/1/96,13,actuals
06003,California,Alpine County,8/1/96,16,actuals
06003,California,Alpine County,9/1/96,4,actuals
06003,California,Alpine County,10/1/96,4,actuals
06003,California,Alpine County,11/1/96,0,actuals
06003,California,Alpine County,12/1/96,0,actuals
06003,California,Alpine County,1/1/97,0,actuals
06003,California,Alpine County,2/1/97,0,actuals
06003,California,Alpine County,3/1/97,1,actuals
06003,California,Alpine County,4/1/97,1,actuals
06003,California,Alpine County,5/1/97,7,actuals
06003,California,Alpine County,6/1/97,1,actuals
06003,California,Alpine County,7/1/97,12,actuals
06003,California,Alpine County,8/1/97,9,actuals
06003,California,Alpine County,9/1/97,2,actuals
06003,California,Alpine County,10/1/97,0,actuals
06003,California,Alpine County,11/1/97,0,actuals
06003,California,Alpine County,12/1/97,0,actuals
06003,California,Alpine County,1/1/98,0,actuals
06003,California,Alpine County,2/1/98,0,actuals
06003,California,Alpine County,3/1/98,0,actuals
06003,California,Alpine County,4/1/98,1,actuals
06003,California,Alpine County,5/1/98,0,actuals
06003,California,Alpine County,6/1/98,1,actuals
06003,California,Alpine County,7/1/98,15,actuals
06003,California,Alpine County,8/1/98,8,actuals
06003,California,Alpine County,9/1/98,30,actuals
06003,California,Alpine County,10/1/98,3,actuals
06003,California,Alpine County,11/1/98,0,actuals
06003,California,Alpine County,12/1/98,0,actuals
06003,California,Alpine County,1/1/99,0,actuals
06003,California,Alpine County,2/1/99,0,actuals
06003,California,Alpine County,3/1/99,2,actuals
06003,California,Alpine County,4/1/99,0,actuals
06003,California,Alpine County,5/1/99,0,actuals
06003,California,Alpine County,6/1/99,2,actuals
06003,California,Alpine County,7/1/99,10,actuals
06003,California,Alpine County,8/1/99,27,actuals
06003,California,Alpine County,9/1/99,7,actuals
06003,California,Alpine County,10/1/99,3,actuals
06003,California,Alpine County,11/1/99,0,actuals
06003,California,Alpine County,12/1/99,0,actuals
06003,California,Alpine County,1/1/00,0,actuals
06003,California,Alpine County,2/1/00,0,actuals
06003,California,Alpine County,3/1/00,0,actuals
06003,California,Alpine County,4/1/00,1,actuals
06003,California,Alpine County,5/1/00,0,actuals
06003,California,Alpine County,6/1/00,26,actuals
06003,California,Alpine County,7/1/00,14,actuals
06003,California,Alpine County,8/1/00,79,actuals
06003,California,Alpine County,9/1/00,1,actuals
06003,California,Alpine County,10/1/00,3,actuals
06003,California,Alpine County,11/1/00,0,actuals
06003,California,Alpine County,12/1/00,0,actuals
06003,California,Alpine County,1/1/01,0,actuals
06003,California,Alpine County,2/1/01,0,actuals
06003,California,Alpine County,3/1/01,0,actuals
06003,California,Alpine County,4/1/01,0,actuals
06003,California,Alpine County,5/1/01,4,actuals
06003,California,Alpine County,6/1/01,5,actuals
06003,California,Alpine County,7/1/01,21,actuals
06003,California,Alpine County,8/1/01,21,actuals
06003,California,Alpine County,9/1/01,8,actuals
06003,California,Alpine County,10/1/01,0,actuals
06003,California,Alpine County,11/1/01,0,actuals
06003,California,Alpine County,12/1/01,0,actuals
06003,California,Alpine County,1/1/02,0,actuals
06003,California,Alpine County,2/1/02,1,actuals
06003,California,Alpine County,3/1/02,0,actuals
06003,California,Alpine County,4/1/02,2,actuals
06003,California,Alpine County,5/1/02,2,actuals
06003,California,Alpine County,6/1/02,1,actuals
06003,California,Alpine County,7/1/02,28,actuals
06003,California,Alpine County,8/1/02,4,actuals
06003,California,Alpine County,9/1/02,5,actuals
06003,California,Alpine County,10/1/02,2,actuals
06003,California,Alpine County,11/1/02,2,actuals
06003,California,Alpine County,12/1/02,0,actuals
06003,California,Alpine County,1/1/03,0,actuals
06003,California,Alpine County,2/1/03,0,actuals
06003,California,Alpine County,3/1/03,0,actuals
06003,California,Alpine County,4/1/03,0,actuals
06003,California,Alpine County,5/1/03,2,actuals
06003,California,Alpine County,6/1/03,3,actuals
06003,California,Alpine County,7/1/03,41,actuals
06003,California,Alpine County,8/1/03,17,actuals
06003,California,Alpine County,9/1/03,5,actuals
06003,California,Alpine County,10/1/03,3,actuals
06003,California,Alpine County,11/1/03,0,actuals
06003,California,Alpine County,12/1/03,0,actuals
06003,California,Alpine County,1/1/04,0,actuals
06003,California,Alpine County,2/1/04,0,actuals
06003,California,Alpine County,3/1/04,0,actuals
06003,California,Alpine County,4/1/04,1,actuals
06003,California,Alpine County,5/1/04,0,actuals
06003,California,Alpine County,6/1/04,11,actuals
06003,California,Alpine County,7/1/04,15,actuals
06003,California,Alpine County,8/1/04,18,actuals
06003,California,Alpine County,9/1/04,3,actuals
06003,California,Alpine County,10/1/04,1,actuals
06003,California,Alpine County,11/1/04,0,actuals
06003,California,Alpine County,12/1/04,0,actuals
06003,California,Alpine County,1/1/05,0,actuals
06003,California,Alpine County,2/1/05,0,actuals
06003,California,Alpine County,3/1/05,0,actuals
06003,California,Alpine County,4/1/05,0,actuals
06003,California,Alpine County,5/1/05,1,actuals
06003,California,Alpine County,6/1/05,1,actuals
06003,California,Alpine County,7/1/05,10,actuals
06003,California,Alpine County,8/1/05,7,actuals
06003,California,Alpine County,9/1/05,2,actuals
06003,California,Alpine County,10/1/05,2,actuals
06003,California,Alpine County,11/1/05,0,actuals
06003,California,Alpine County,12/1/05,0,actuals
06003,California,Alpine County,1/1/06,0,actuals
06003,California,Alpine County,2/1/06,0,actuals
06003,California,Alpine County,3/1/06,0,actuals
06003,California,Alpine County,4/1/06,0,actuals
06003,California,Alpine County,5/1/06,1,actuals
06003,California,Alpine County,6/1/06,6,actuals
06003,California,Alpine County,7/1/06,26,actuals
06003,California,Alpine County,8/1/06,10,actuals
06003,California,Alpine County,9/1/06,2,actuals
06003,California,Alpine County,10/1/06,2,actuals
06003,California,Alpine County,11/1/06,1,actuals
06003,California,Alpine County,12/1/06,1,actuals
06003,California,Alpine County,1/1/07,0,actuals
06003,California,Alpine County,2/1/07,0,actuals
06003,California,Alpine County,3/1/07,1,actuals
06003,California,Alpine County,4/1/07,1,actuals
06003,California,Alpine County,5/1/07,2,actuals
06003,California,Alpine County,6/1/07,3,actuals
06003,California,Alpine County,7/1/07,5,actuals
06003,California,Alpine County,8/1/07,4,actuals
06003,California,Alpine County,9/1/07,1,actuals
06003,California,Alpine County,10/1/07,2,actuals
06003,California,Alpine County,11/1/07,1,actuals
06003,California,Alpine County,12/1/07,0,actuals
06003,California,Alpine County,1/1/08,0,actuals
06003,California,Alpine County,2/1/08,0,actuals
06003,California,Alpine County,3/1/08,2,actuals
06003,California,Alpine County,4/1/08,0,actuals
06003,California,Alpine County,5/1/08,0,actuals
06003,California,Alpine County,6/1/08,2,actuals
06003,California,Alpine County,7/1/08,4,actuals
06003,California,Alpine County,8/1/08,5,actuals
06003,California,Alpine County,9/1/08,3,actuals
06003,California,Alpine County,10/1/08,2,actuals
06003,California,Alpine County,11/1/08,1,actuals
06003,California,Alpine County,12/1/08,0,actuals
06003,California,Alpine County,1/1/09,0,actuals
06003,California,Alpine County,2/1/09,0,actuals
06003,California,Alpine County,3/1/09,0,actuals
06003,California,Alpine County,4/1/09,0,actuals
06003,California,Alpine County,5/1/09,1,actuals
06003,California,Alpine County,6/1/09,1,actuals
06003,California,Alpine County,7/1/09,4,actuals
06003,California,Alpine County,8/1/09,3,actuals
06003,California,Alpine County,9/1/09,8,actuals
06003,California,Alpine County,10/1/09,1,actuals
06003,California,Alpine County,11/1/09,0,actuals
06003,California,Alpine County,12/1/09,0,actuals
06003,California,Alpine County,1/1/10,0,actuals
06003,California,Alpine County,2/1/10,0,actuals
06003,California,Alpine County,3/1/10,0,actuals
06003,California,Alpine County,4/1/10,0,actuals
06003,California,Alpine County,5/1/10,0,actuals
06003,California,Alpine County,6/1/10,0,actuals
06003,California,Alpine County,7/1/10,12,actuals
06003,California,Alpine County,8/1/10,1,actuals
06003,California,Alpine County,9/1/10,2,actuals
06003,California,Alpine County,10/1/10,8,actuals
06003,California,Alpine County,11/1/10,1,actuals
06003,California,Alpine County,12/1/10,0,actuals
06003,California,Alpine County,1/1/11,0,actuals
06003,California,Alpine County,2/1/11,0,actuals
06003,California,Alpine County,3/1/11,0,actuals
06003,California,Alpine County,4/1/11,0,actuals
06003,California,Alpine County,5/1/11,0,actuals
06003,California,Alpine County,6/1/11,1,actuals
06003,California,Alpine County,7/1/11,4,actuals
06003,California,Alpine County,8/1/11,3,actuals
06003,California,Alpine County,9/1/11,8,actuals
06003,California,Alpine County,10/1/11,0,actuals
06003,California,Alpine County,11/1/11,1,actuals
06003,California,Alpine County,12/1/11,0,actuals
06003,California,Alpine County,1/1/12,1,actuals
06003,California,Alpine County,2/1/12,0,actuals
06003,California,Alpine County,3/1/12,0,actuals
06003,California,Alpine County,4/1/12,0,actuals
06003,California,Alpine County,5/1/12,0,actuals
06003,California,Alpine County,6/1/12,0,actuals
06003,California,Alpine County,7/1/12,7,actuals
06003,California,Alpine County,8/1/12,7,actuals
06003,California,Alpine County,9/1/12,4,actuals
06003,California,Alpine County,10/1/12,1,actuals
06003,California,Alpine County,11/1/12,0,actuals
06003,California,Alpine County,12/1/12,0,actuals
06003,California,Alpine County,1/1/13,0,actuals
06003,California,Alpine County,2/1/13,0,actuals
06003,California,Alpine County,3/1/13,0,actuals
06003,California,Alpine County,4/1/13,0,actuals
06003,California,Alpine County,5/1/13,0,actuals
06003,California,Alpine County,6/1/13,9,actuals
06003,California,Alpine County,7/1/13,15,actuals
06003,California,Alpine County,8/1/13,12,actuals
06003,California,Alpine County,9/1/13,6,actuals
06003,California,Alpine County,10/1/13,2,actuals
06003,California,Alpine County,11/1/13,1,actuals
06003,California,Alpine County,12/1/13,0,actuals
06003,California,Alpine County,1/1/14,0,actuals
06003,California,Alpine County,2/1/14,0,actuals
06003,California,Alpine County,3/1/14,1,actuals
06003,California,Alpine County,4/1/14,0,actuals
06003,California,Alpine County,5/1/14,0,actuals
06003,California,Alpine County,6/1/14,5,actuals
